sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_jail_time (days),c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,56,Caucasian,0,0,0,1,-1,2013-05-15 06:33:00,2013-05-17 09:07:02,2.10696759259008,M,0,1,Low,0
Male,55,Caucasian,0,0,0,11,-1,2013-05-02 03:15:21,2013-06-28 09:30:37,57.2606018518491,M,0,7,Medium,0
Female,23,Hispanic,0,0,0,0,-2,2013-06-09 12:16:01,2013-06-11 01:19:44,1.5442476851822,F,1,6,Medium,1
Male,28,African-American,0,0,0,3,-1,2013-08-23 12:58:10,2013-08-24 09:05:06,0.838148148148321,F,0,2,Low,0
Male,31,Other,0,0,0,2,-1,2013-05-01 03:08:07,2013-05-14 11:36:33,13.3530787037016,F,1,2,Low,1
Male,53,Caucasian,0,0,0,0,-1,2013-04-14 09:55:04,2013-04-15 07:44:31,0.909340277779847,M,0,1,Low,0
Male,27,African-American,0,0,0,6,-1,2014-11-14 10:20:22,2014-11-24 10:35:08,10.0102546296257,F,1,5,Medium,1
Male,22,Caucasian,0,0,0,0,-1,2013-12-30 09:35:38,2013-12-31 09:30:33,0.996469907404389,F,1,5,Medium,1
Female,22,African-American,0,0,1,0,-1,2014-01-29 08:32:59,2014-01-30 01:32:46,0.708182870366727,F,1,4,Low,1
Male,33,African-American,0,0,0,7,-1,2013-03-01 05:09:59,2013-03-03 04:26:19,1.96967592592409,M,1,6,Medium,1
Male,34,African-American,0,0,0,15,-6,2013-04-20 04:52:17,2013-04-26 10:39:19,6.24099537036818,F,0,7,Medium,0
Male,22,Hispanic,0,0,0,0,0,2013-11-01 05:09:17,2013-11-02 03:00:00,0.910219907404098,M,1,3,Low,1
Male,32,African-American,0,0,0,12,-1,2013-01-14 02:13:57,2013-01-15 06:58:20,1.19748842593253,F,1,8,High,0
Male,47,African-American,4,0,1,14,-1,2013-05-28 10:29:53,2013-05-29 01:39:49,0.63189814814541,F,1,9,High,1
Male,24,Asian,0,0,0,0,0,2013-01-10 02:33:14,2013-01-10 06:49:00,0.177615740743931,M,0,2,Low,0
Male,25,African-American,0,4,4,14,-1,2013-09-21 05:23:05,2013-12-13 05:27:00,83.0027199074029,F,1,10,High,1
Male,56,Caucasian,0,0,0,0,0,2013-04-30 12:38:57,2013-04-30 07:45:44,0.20362268518511,F,0,1,Low,0
Male,36,Hispanic,0,0,0,1,30,2013-02-06 10:09:18,2013-05-24 06:02:05,106.828321759262,F,1,4,Low,1
Male,28,African-American,0,0,0,4,0,2013-05-14 03:57:54,2013-06-04 05:09:09,21.0494791666715,F,1,6,Medium,1
Male,20,African-American,2,0,0,2,-1,2014-06-20 09:05:06,2014-06-21 08:48:06,0.988194444449618,F,1,9,High,1
Male,59,Hispanic,0,0,0,0,-2,2013-08-25 04:54:17,2013-08-26 08:49:40,1.16346064815298,M,0,1,Low,0
Female,29,African-American,0,0,0,11,-1,2013-11-02 11:52:10,2013-11-03 07:25:02,0.814490740740439,F,0,8,High,0
Male,72,Caucasian,0,0,0,3,-5,2014-03-14 12:25:05,2014-03-19 02:55:55,4.60474537037226,F,0,1,Low,0
Female,24,African-American,0,0,0,2,-1,2013-02-01 08:31:26,2013-02-15 08:31:42,14.0001851851848,M,1,7,Medium,1
Male,45,African-American,0,0,0,3,6,2013-08-06 05:19:17,2013-09-11 11:36:45,36.2621296296347,F,0,9,High,0
Male,30,African-American,0,0,0,7,0,2014-04-05 01:40:40,2014-04-07 03:04:32,2.05824074074189,M,1,10,High,1
Male,45,African-American,0,0,0,0,-1,2013-01-01 11:17:23,2013-01-02 07:35:39,0.846018518517667,M,0,1,Low,0
Male,47,Caucasian,0,0,0,0,-1,2014-02-11 08:50:50,2014-02-12 08:19:27,0.978206018517085,M,0,1,Low,0
Male,24,African-American,0,0,0,0,-1,2013-08-07 07:24:46,2013-08-17 04:49:12,9.89196759259357,F,1,3,Low,1
Male,20,African-American,0,0,0,0,-1,2014-09-08 10:28:08,2014-09-11 05:12:33,2.7808449074073,M,1,3,Low,1
Male,51,Caucasian,0,0,0,6,0,2014-05-12 01:49:09,2014-05-12 07:22:31,0.231504629628034,F,1,1,Low,1
Female,49,Caucasian,0,0,0,2,-1,2013-08-10 09:55:10,2013-08-22 09:53:33,11.9988773148143,M,1,2,Low,1
Male,41,Caucasian,0,0,0,5,-1,2013-09-11 06:57:23,2013-09-12 08:29:30,1.06396990740177,F,0,1,Low,0
Male,49,Caucasian,0,0,0,1,-16,2014-01-05 12:24:06,2014-01-18 09:56:35,12.8975578703757,F,0,3,Low,0
Male,26,Hispanic,0,0,0,0,-1,2013-10-06 06:10:59,2013-10-07 02:03:13,0.827939814815181,M,0,1,Low,0
Female,28,African-American,0,0,0,0,-1,2013-10-20 09:56:04,2013-10-21 09:59:59,1.00271990741021,M,0,3,Low,0
Male,33,Caucasian,0,0,0,2,-1,2013-03-29 10:41:27,2013-03-31 02:30:16,1.65890046295681,M,0,2,Low,0
Male,46,African-American,0,0,0,0,0,2013-11-12 12:24:02,2013-11-13 02:28:20,0.586319444446417,F,0,7,Medium,0
Male,21,African-American,0,0,0,0,-1,2013-03-06 12:46:52,2013-03-08 05:32:23,1.69827546296438,M,1,4,Low,0
Male,26,African-American,0,1,3,14,0,2013-08-13 12:24:29,2013-08-13 10:16:00,0.089224537041446,F,1,9,High,1
Male,48,Hispanic,0,0,0,1,2,2013-04-18 07:59:19,2013-08-22 11:38:00,126.151863425926,F,1,1,Low,1
Male,58,African-American,0,0,0,24,0,2013-09-16 03:15:20,2013-09-19 09:14:48,3.24962962963036,F,1,6,Medium,1
Male,29,Other,0,0,0,0,-1,2013-01-02 08:04:21,2013-01-03 11:24:59,1.13932870369899,F,0,1,Low,0
Female,20,African-American,0,0,3,2,-1,2014-12-13 06:46:56,2015-01-05 09:45:19,23.1238773148143,F,1,10,High,1
Male,28,African-American,0,0,0,0,0,2013-03-21 02:14:25,2013-03-21 07:15:13,0.208888888890215,M,1,4,Low,1
Male,21,Caucasian,0,0,0,0,0,2013-05-10 02:20:24,2013-05-14 05:41:25,4.13959490740672,F,1,8,High,1
Male,26,Other,0,0,0,0,-1,2013-02-14 12:24:49,2013-02-15 07:56:24,0.813599537039408,F,0,7,Medium,0
Male,34,African-American,0,0,0,3,-4,2013-04-25 12:41:50,2013-04-26 07:20:08,0.776597222218697,M,0,1,Low,0
Male,32,African-American,2,0,0,15,-1,2013-05-26 02:00:57,2013-06-02 04:30:37,7.10393518518686,F,1,8,High,1
Male,38,African-American,0,0,1,10,0,2013-02-24 02:36:13,2013-03-06 10:26:40,10.3267013888835,F,1,4,Low,1
Male,22,African-American,0,0,0,0,-1,2014-03-20 06:54:43,2014-03-21 08:13:07,1.05444444444584,F,0,3,Low,0
Male,42,Caucasian,0,0,0,2,-1,2013-12-09 06:46:33,2013-12-09 09:04:01,0.095462962963211,F,1,5,Medium,1
Female,57,Caucasian,0,0,0,0,-1,2013-05-17 03:48:40,2013-05-18 08:14:16,1.18444444444322,M,0,4,Low,0
Female,56,Caucasian,0,0,0,1,-20,2013-06-01 06:55:42,2013-06-02 08:24:40,1.06178240740701,F,0,1,Low,0
Male,32,Hispanic,0,0,0,2,0,2013-09-28 04:33:57,2013-09-29 02:18:38,0.906030092592118,M,1,5,Medium,1
Male,30,African-American,0,2,2,11,-1,2013-04-30 09:54:32,2013-05-01 08:55:25,0.958946759259561,F,0,8,High,0
Male,29,African-American,0,0,0,2,-1,2014-03-16 09:38:22,2014-03-17 02:19:07,0.694965277776646,M,0,1,Low,0
Male,46,African-American,0,0,1,15,-1,2013-05-27 10:42:08,2013-06-03 08:56:07,6.92637731481955,F,1,7,Medium,1
Female,24,African-American,0,0,0,0,-1,2014-02-25 09:55:41,2014-02-26 09:35:41,0.986111111109494,F,0,3,Low,0
Female,70,African-American,0,0,0,1,-1,2013-01-27 07:29:53,2013-01-29 07:21:13,1.99398148147884,F,0,1,Low,0
Male,21,Hispanic,0,0,0,0,0,2014-01-19 03:10:12,2014-01-19 09:19:21,0.256354166667734,F,1,6,Medium,1
Female,45,Caucasian,0,0,0,1,-11,2013-01-06 09:52:49,2013-01-07 01:30:27,0.651134259256651,M,0,1,Low,0
Female,33,Hispanic,0,0,0,2,-1,2013-10-20 05:05:52,2013-10-22 05:40:12,2.0238425925927,M,0,4,Low,0
Female,39,African-American,0,1,0,6,0,2013-01-19 02:54:51,2013-01-20 01:40:51,0.948611111110949,F,0,5,Medium,0
Male,25,Caucasian,0,1,0,6,-16,2013-04-16 09:53:01,2013-04-18 07:30:00,1.90068287037138,F,0,4,Low,0
Male,48,Hispanic,0,0,0,1,0,2013-01-31 02:01:00,2013-02-01 05:20:16,1.13837962962862,M,0,1,Low,0
Male,46,Caucasian,0,0,0,0,-1,2013-05-11 12:25:37,2013-05-12 07:06:09,0.778148148150649,F,0,1,Low,0
Male,28,Caucasian,0,0,0,0,0,2013-01-24 12:35:09,2013-01-27 08:05:49,2.81296296296205,M,1,2,Low,1
Male,27,African-American,0,0,0,1,-1,2014-01-28 08:05:58,2014-01-29 09:07:24,1.04266203703446,F,0,2,Low,0
Male,43,Caucasian,0,0,0,11,16,2013-09-06 05:24:24,2013-11-22 04:21:07,76.9560532407413,F,1,7,Medium,1
Male,30,African-American,0,0,0,9,0,2013-05-01 03:22:06,2013-06-20 06:27:48,50.1289583333346,F,1,10,High,1
Male,29,Caucasian,0,0,0,1,-22,2013-07-30 09:15:09,2013-07-31 01:52:59,0.692939814813144,F,0,3,Low,0
Male,54,African-American,0,0,0,8,0,2014-07-20 12:05:31,2014-07-20 09:40:53,0.100439814814308,F,1,1,Low,1
Female,20,Caucasian,0,0,0,0,0,2013-11-23 05:18:46,2013-11-23 09:23:39,0.1700578703676,F,0,4,Low,0
Male,29,African-American,0,0,0,0,-1,2013-12-17 09:14:03,2013-12-18 01:06:10,0.661192129628034,F,0,1,Low,0
Male,67,Asian,0,0,0,0,-1,2013-08-19 09:39:32,2013-08-20 01:59:18,0.680393518516212,M,0,1,Low,0
Male,25,Other,0,0,0,0,-1,2013-08-12 10:12:43,2013-08-13 08:19:01,0.92104166666104,F,0,2,Low,0
Male,24,African-American,0,2,1,8,-1,2013-05-15 06:50:18,2013-05-16 04:10:04,0.88872685185197,F,1,9,High,1
Male,29,Other,0,0,0,3,-1,2013-05-10 05:06:24,2013-11-04 03:54:40,177.950185185182,F,0,6,Medium,0
Male,45,African-American,0,0,0,2,-1,2013-02-01 10:14:11,2013-03-02 04:50:50,28.7754513888867,M,0,6,Medium,0
Male,31,African-American,0,0,0,5,-1,2013-01-18 09:23:08,2013-01-29 10:28:30,11.0453935185142,F,1,5,Medium,1
Male,23,Caucasian,0,0,0,0,-1,2014-06-11 09:35:23,2014-06-19 05:16:19,7.82009259259212,F,1,3,Low,1
Male,21,African-American,0,0,0,0,-1,2014-02-13 05:07:42,2014-02-22 03:58:11,8.95172453703708,F,1,8,High,1
Male,61,Caucasian,0,0,0,0,-1,2014-02-04 08:06:57,2014-02-05 01:12:10,0.711956018516503,M,0,1,Low,0
Female,51,Caucasian,0,0,0,5,-1,2013-11-29 12:24:59,2013-12-20 06:40:40,20.7608912037031,M,1,7,Medium,1
Male,32,Other,0,0,0,1,-15,2013-05-30 04:25:33,2013-06-14 11:57:29,15.3138425925936,F,0,1,Low,0
Male,43,Caucasian,0,0,0,9,-2,2013-02-19 09:10:57,2013-02-20 06:59:39,0.908819444441178,F,0,6,Medium,0
Male,32,Other,0,0,0,0,-1,2014-01-24 01:37:33,2014-01-25 08:23:35,1.28196759258572,M,0,1,Low,0
Male,36,African-American,0,0,0,0,-1,2014-02-11 12:51:04,2014-02-12 08:49:49,0.832465277773736,F,0,5,Medium,0
Male,58,Caucasian,0,0,0,3,0,2013-09-26 03:32:21,2013-10-11 09:41:23,15.2562731481521,F,1,4,Low,1
Male,57,African-American,0,0,0,12,-1,2013-05-28 08:29:39,2013-07-18 03:49:07,50.8051851851851,F,0,9,High,0
Male,37,African-American,0,0,0,2,0,2013-01-14 04:05:27,2013-01-14 08:46:06,0.19489583333052,F,0,7,Medium,0
Male,44,African-American,0,0,0,6,-1,2013-10-22 04:50:30,2013-10-24 03:57:27,1.96315972221782,F,0,6,Medium,0
Male,45,African-American,0,0,0,8,-1,2013-05-03 07:04:28,2013-05-04 01:16:42,0.758495370369928,F,1,7,Medium,1
Male,48,Other,0,0,0,1,-1,2013-03-28 08:32:43,2013-03-30 09:14:35,2.02907407407474,F,0,1,Low,0
Male,26,African-American,0,1,1,13,0,2013-08-30 12:08:40,2013-08-30 08:05:57,0.168553240742767,F,1,8,High,1
Male,34,Caucasian,1,0,0,9,-1,2014-04-25 03:08:53,2014-04-26 07:58:38,1.20121527777519,F,1,6,Medium,1
Male,25,African-American,0,0,0,0,-1,2013-03-16 04:30:03,2013-03-18 03:05:32,1.94130787037284,F,0,3,Low,0
Male,31,African-American,0,0,0,8,-1,2013-02-17 12:26:34,2013-02-18 09:10:16,0.863680555557949,M,1,7,Medium,1
Male,43,African-American,0,0,0,1,-1,2013-09-29 03:52:01,2013-09-30 08:01:14,1.17306712963182,F,0,1,Low,0
Male,30,African-American,0,0,0,0,0,2014-03-10 03:07:16,2014-03-10 09:40:37,0.273159722222772,M,0,1,Low,0
Male,50,Caucasian,0,0,0,0,-2,2013-09-21 08:09:22,2013-09-22 06:17:33,0.92234953703155,M,0,1,Low,0
Female,31,African-American,0,0,0,2,-1,2013-10-07 05:44:38,2013-10-08 09:17:55,1.14811342592293,F,0,2,Low,0
Female,33,Caucasian,0,0,0,7,-6,2013-11-02 07:20:05,2013-11-03 01:50:08,0.770868055558822,M,0,6,Medium,0
Male,32,African-American,0,0,0,1,-1,2013-11-06 10:29:11,2013-11-26 06:16:00,19.8241782407422,F,1,5,Medium,1
Female,46,Caucasian,0,0,0,0,0,2013-12-05 03:01:54,2013-12-07 04:37:01,2.06605324073462,M,1,1,Low,1
Male,22,Hispanic,0,0,0,0,-1,2013-03-27 07:30:55,2013-03-28 08:32:07,1.04249999999593,F,0,6,Medium,0
Male,37,African-American,0,0,0,8,-1,2014-05-28 06:27:10,2014-05-29 09:05:23,1.10987268518511,F,1,5,Medium,1
Female,32,Caucasian,0,0,0,6,-1,2014-03-13 05:35:34,2014-03-21 07:43:44,8.08900462963356,F,1,6,Medium,1
Female,23,African-American,0,0,0,2,-1,2013-12-23 08:26:11,2013-12-24 12:52:29,1.18493055555882,F,1,7,Medium,1
Male,21,Caucasian,0,0,0,0,0,2013-03-01 12:01:48,2013-03-01 01:51:31,0.423807870371093,F,0,5,Medium,0
Male,52,Other,0,0,0,2,-1,2013-10-17 07:46:29,2013-10-18 07:52:25,1.00412037037313,F,0,1,Low,0
Male,49,Caucasian,0,0,0,2,-1,2013-09-28 06:28:33,2013-09-29 07:31:01,1.04337962962745,M,0,2,Low,0
Male,55,Caucasian,0,0,0,3,-1,2013-01-03 05:45:57,2013-02-08 06:03:58,36.0125115740739,F,1,7,Medium,1
Male,22,African-American,0,0,0,0,-1,2013-08-27 05:03:28,2013-08-28 07:45:25,1.11246527777985,F,0,2,Low,0
Male,45,Hispanic,0,0,0,0,-1,2013-04-18 04:57:29,2013-05-01 09:03:25,13.1707870370374,F,0,1,Low,0
Female,31,African-American,0,0,0,7,-1,2014-01-04 08:03:10,2014-01-05 09:50:08,1.0742824074041,F,1,5,Medium,1
Male,22,Caucasian,0,0,1,0,-1,2014-02-12 08:06:06,2014-02-13 08:29:56,1.01655092592409,M,1,2,Low,1
Male,28,African-American,0,0,0,5,-1,2013-03-16 04:56:02,2013-03-17 08:00:45,1.12827546296467,M,0,6,Medium,0
Male,21,African-American,0,0,0,1,-1,2013-10-30 04:56:29,2013-11-10 09:03:31,11.1715509259302,F,1,5,Medium,1
Male,37,Hispanic,0,0,1,2,-1,2014-02-10 05:10:21,2014-02-11 08:51:53,1.15384259259008,M,0,3,Low,0
Male,30,African-American,0,2,0,21,-1,2013-02-19 03:27:39,2013-02-20 09:04:21,1.23381944444554,F,1,7,Medium,1
Male,22,African-American,0,0,1,13,-1,2013-10-08 11:48:59,2013-10-09 09:59:21,0.923865740740439,F,1,10,High,1
Male,35,African-American,0,1,0,23,-1,2014-10-22 09:03:28,2014-10-23 10:13:52,1.04888888888672,F,1,9,High,1
Male,28,African-American,2,1,0,11,-1,2013-11-01 07:35:10,2013-11-27 07:48:37,26.0093402777784,F,0,10,High,0
Male,24,African-American,0,0,0,1,-1,2013-01-15 06:16:11,2013-01-16 08:39:11,1.09930555555184,F,0,3,Low,0
Male,32,African-American,1,3,0,24,-1,2014-11-14 10:48:40,2014-11-17 08:11:13,2.89065972221579,F,1,7,Medium,1
Female,24,African-American,0,0,0,1,-1,2013-11-14 09:08:19,2013-11-15 02:04:30,0.705682870371675,F,0,5,Medium,0
Male,57,African-American,0,0,0,19,-1,2014-03-21 06:27:23,2014-03-22 08:09:32,1.07093750000058,F,0,3,Low,0
Male,21,Other,0,0,0,0,-1,2013-05-13 06:53:22,2013-05-14 06:24:49,0.98017361111124,M,0,6,Medium,0
Male,28,Caucasian,0,0,0,0,0,2013-04-24 12:33:13,2013-04-24 08:20:16,0.175659722226555,F,0,2,Low,0
Male,51,Caucasian,0,0,0,0,0,2013-03-20 12:24:11,2013-06-20 09:35:19,91.8827314814844,M,0,1,Low,0
Male,26,African-American,0,0,0,0,-1,2013-01-22 12:09:59,2013-01-23 01:38:58,0.561793981483788,M,1,2,Low,1
Male,20,African-American,0,0,3,0,-1,2014-04-16 06:07:43,2014-04-17 09:03:30,1.12207175925869,F,1,6,Medium,1
Male,25,African-American,0,1,0,6,-1,2013-08-16 10:52:42,2013-09-18 05:34:14,32.7788425925901,M,0,7,Medium,0
Male,19,Caucasian,0,0,0,0,-1,2014-07-03 09:58:44,2014-07-06 04:26:19,2.76915509258833,M,1,6,Medium,1
Male,49,Caucasian,0,0,0,1,-1,2013-12-09 10:09:26,2013-12-30 08:32:36,20.9327546296263,F,1,1,Low,1
Male,57,African-American,0,0,0,27,-9,2013-12-30 09:12:41,2014-01-08 10:44:51,9.06400462963211,M,0,10,High,0
Female,27,African-American,0,0,0,0,0,2013-04-08 04:39:41,2013-04-09 02:11:14,0.896909722221608,M,0,2,Low,0
Male,66,Caucasian,0,0,0,1,-1,2013-01-12 02:09:03,2013-01-31 09:56:14,19.3244328703659,M,0,1,Low,0
Male,21,Caucasian,0,0,0,0,0,2013-01-26 04:26:50,2013-01-26 07:17:27,0.118483796293731,F,0,3,Low,0
Male,45,Caucasian,0,0,0,1,0,2013-03-11 12:31:05,2013-03-11 01:32:29,0.457361111104547,F,0,2,Low,0
Male,37,African-American,2,3,0,24,-1,2013-01-20 03:28:03,2013-02-09 02:24:01,19.9555324074099,F,0,8,High,0
Male,44,Caucasian,0,0,0,13,0,2014-11-22 12:35:34,2014-12-09 09:51:06,16.8857870370412,F,1,9,High,1
Male,64,African-American,0,0,0,0,-1,2013-08-16 07:03:11,2013-08-20 07:40:15,4.02574074074073,F,0,4,Low,0
Male,30,African-American,0,0,0,1,-1,2013-02-07 03:51:09,2013-02-08 02:09:27,0.929374999999709,F,1,6,Medium,1
Male,61,African-American,0,0,0,1,-1,2013-08-13 03:15:42,2013-08-15 04:26:06,2.04888888888672,M,0,1,Low,0
Female,49,Caucasian,0,0,0,8,-10,2014-02-18 11:26:46,2014-02-27 04:09:20,8.69622685185459,F,0,2,Low,0
Male,23,African-American,0,0,0,0,0,2013-02-10 12:53:04,2013-02-11 07:30:44,0.77615740741021,F,0,7,Medium,0
Male,21,Caucasian,0,0,0,0,-2,2013-07-27 11:47:49,2013-07-28 05:43:39,0.747106481481751,F,1,9,High,1
Female,30,Caucasian,0,0,0,2,-1,2014-12-16 01:46:57,2015-01-28 12:32:21,43.4481944444415,F,1,10,High,1
Male,26,Hispanic,0,0,1,7,0,2013-08-20 12:51:18,2013-08-22 05:25:59,1.69075231481838,M,0,4,Low,0
Male,35,Other,0,0,0,3,-1,2013-01-20 05:18:14,2013-01-21 07:52:22,1.10703703703621,M,1,1,Low,1
Male,27,African-American,0,0,1,2,-1,2013-01-01 09:18:48,2013-01-02 11:09:35,1.07693287036818,M,1,9,High,0
Male,38,Caucasian,0,0,0,1,0,2013-01-04 12:48:45,2013-01-19 09:25:50,14.8590856481533,M,0,6,Medium,0
Male,48,African-American,0,0,0,14,23,2013-02-27 03:22:52,2013-07-19 10:47:00,142.308425925927,F,1,9,High,1
Male,26,Caucasian,0,0,0,0,-1,2014-03-04 04:15:31,2014-03-05 01:44:19,0.895000000004075,M,0,2,Low,0
Male,24,African-American,0,1,0,4,-27,2013-08-02 08:34:54,2013-08-29 05:18:22,26.8635185185194,F,1,8,High,1
Female,28,African-American,0,0,0,2,0,2014-06-10 05:18:42,2014-06-11 01:59:47,0.861863425932825,F,1,5,Medium,1
Female,44,Caucasian,0,0,0,4,0,2013-03-17 04:09:52,2013-03-22 05:53:12,5.07175925926276,F,1,6,Medium,1
Male,23,Caucasian,0,0,1,2,0,2013-04-02 02:25:10,2013-04-15 09:11:23,13.2820949074085,F,1,7,Medium,0
Female,34,Caucasian,0,0,0,1,-1,2013-02-06 10:06:26,2013-02-19 07:35:25,12.8951273148123,F,1,6,Medium,1
Male,20,Caucasian,0,1,0,1,-1,2014-05-26 05:28:03,2014-05-27 12:59:07,1.31324074073927,F,1,5,Medium,1
Male,63,Other,0,0,0,23,-1,2014-03-29 07:19:43,2014-03-31 08:47:00,2.06061342592875,F,1,4,Low,1
Female,36,African-American,0,0,0,0,0,2014-03-20 05:28:52,2014-03-20 10:13:58,0.197986111110367,M,0,1,Low,0
Male,58,Caucasian,0,0,0,1,-1,2013-04-02 11:17:17,2013-06-21 10:09:13,79.9527314814841,F,0,1,Low,0
Female,35,Caucasian,0,0,0,4,-30,2013-08-13 08:23:34,2013-08-27 06:21:58,13.9155555555553,F,0,3,Low,0
Male,23,African-American,0,0,0,3,-1,2013-05-05 05:12:30,2013-05-06 08:15:16,1.12692129629431,F,0,7,Medium,0
Male,40,Caucasian,0,0,0,1,-21,2013-12-02 03:16:31,2013-12-23 11:40:21,21.3498842592598,F,0,1,Low,0
Male,31,Hispanic,0,0,0,3,-1,2013-10-13 03:10:18,2013-10-14 02:35:46,0.976018518522324,F,0,3,Low,0
Female,34,Hispanic,0,0,0,5,0,2013-05-22 01:22:00,2013-05-23 03:30:07,1.0889699074105,F,0,4,Low,0
Male,23,African-American,0,0,0,3,-1,2014-07-09 03:32:50,2014-07-22 04:47:00,13.051504629635,M,1,6,Medium,1
Male,27,Caucasian,0,0,0,0,-5,2014-05-18 07:16:19,2014-05-22 09:08:47,4.07810185185372,M,1,3,Low,1
Female,26,African-American,0,0,0,3,-27,2013-04-20 02:01:12,2013-05-17 10:53:39,27.3697569444412,F,0,5,Medium,0
Male,49,African-American,0,0,0,1,0,2013-02-10 02:43:29,2013-03-07 01:58:42,24.9689004629618,F,0,1,Low,0
Female,47,Hispanic,0,0,0,0,0,2013-08-25 04:06:09,2013-08-26 07:32:33,1.14333333333343,M,0,1,Low,0
Male,47,African-American,0,0,0,6,0,2013-10-07 03:07:53,2013-10-12 05:24:47,5.09506944444729,F,0,2,Low,0
Male,34,African-American,0,0,0,7,0,2013-04-20 01:50:04,2013-04-20 07:14:44,0.225462962967867,F,1,6,Medium,1
Male,27,African-American,0,0,0,10,-1,2013-02-28 11:54:44,2013-03-08 08:37:14,7.86284722221899,F,0,9,High,0
Female,52,Caucasian,0,0,0,0,0,2013-12-31 12:19:12,2013-12-31 12:53:38,0.023912037031551,M,0,1,Low,0
Male,26,African-American,0,0,0,0,-3,2014-11-14 02:56:30,2014-11-15 02:21:54,0.975972222222481,M,1,3,Low,1
Male,25,African-American,0,0,1,9,0,2013-02-27 04:07:32,2013-03-01 11:04:29,2.28954861111561,F,0,7,Medium,0
Male,51,African-American,0,0,0,1,-1,2013-09-25 09:56:06,2014-03-07 03:16:11,162.722280092596,F,0,2,Low,0
Female,29,African-American,0,0,0,1,0,2013-02-01 02:58:03,2013-02-01 01:55:45,0.043263888896036,M,1,2,Low,0
Male,46,Caucasian,0,0,0,0,-1,2014-03-15 05:47:39,2014-03-16 01:19:00,0.813437499993597,F,0,1,Low,0
Male,28,Caucasian,0,0,0,6,-2,2014-01-04 09:16:10,2014-01-06 11:05:22,2.07583333333605,F,0,4,Low,0
Male,57,African-American,0,0,0,0,-1,2014-02-07 07:32:03,2014-02-08 09:00:33,1.06145833333721,F,0,1,Low,0
Male,23,Hispanic,0,0,0,2,-1,2013-01-17 06:30:04,2013-01-18 01:51:21,0.806446759263054,F,0,5,Medium,0
Male,34,African-American,0,0,0,27,-1,2014-01-12 03:07:09,2014-05-10 05:12:05,118.086759259262,F,1,9,High,1
Male,27,African-American,0,0,0,3,-1,2014-03-15 03:18:42,2014-03-27 08:42:37,12.2249421296292,F,0,3,Low,0
Male,25,African-American,0,0,1,7,-1,2014-01-21 08:22:17,2014-01-24 10:19:47,3.08159722221899,M,1,9,High,1
Male,31,Caucasian,0,0,0,1,-1,2014-11-13 05:26:22,2014-12-16 04:07:30,32.9452314814844,F,1,7,Medium,1
Male,37,African-American,0,0,0,8,-1,2014-03-20 07:04:53,2014-03-21 08:33:26,1.06149305556028,F,0,2,Low,0
Male,51,African-American,0,0,0,0,0,2013-05-08 02:42:29,2013-05-09 09:51:05,1.29763888888556,F,1,2,Low,1
Male,28,African-American,0,1,0,8,-1,2013-01-16 11:54:04,2013-02-26 04:08:32,40.6767129629661,F,1,6,Medium,0
Male,56,Caucasian,0,0,0,4,0,2014-01-16 02:39:17,2014-01-23 10:04:18,7.30903935185052,F,0,1,Low,0
Male,45,African-American,0,0,0,15,-1,2013-11-18 07:33:50,2014-10-15 05:49:55,330.927835648152,F,1,9,High,1
Male,26,Caucasian,0,0,0,7,-1,2013-03-18 07:27:49,2013-04-05 08:05:25,18.0261111111104,F,1,6,Medium,1
Male,33,Caucasian,0,0,0,7,-1,2014-07-26 03:22:27,2014-07-27 08:26:01,1.21081018518453,F,1,8,High,1
Male,23,Caucasian,0,0,3,0,-2,2013-09-01 06:04:07,2013-09-02 08:50:01,1.11520833333634,M,0,4,Low,0
Male,31,African-American,0,0,0,0,0,2013-09-30 04:48:28,2013-09-30 08:01:23,0.133969907408755,M,0,2,Low,0
Male,31,Other,0,0,0,0,-1,2013-02-18 02:32:16,2013-02-19 06:53:35,1.18146990740206,M,0,3,Low,0
Male,19,Hispanic,1,0,0,1,-12,2013-09-11 07:10:26,2013-09-16 06:40:29,4.9792013888873,F,1,9,High,0
Male,32,Caucasian,0,0,0,0,0,2013-03-01 03:05:20,2013-03-01 08:05:57,0.208761574074742,F,0,1,Low,0
Male,30,Caucasian,0,0,0,1,-1,2013-12-02 06:06:00,2013-12-03 01:25:01,0.804872685184819,M,1,3,Low,1
Male,66,Caucasian,0,0,0,1,-1,2013-09-19 10:18:25,2013-09-20 08:42:02,0.933067129633855,F,0,1,Low,0
Female,40,African-American,0,0,0,0,0,2014-03-25 12:36:32,2014-03-25 08:18:56,0.178888888891379,F,0,1,Low,0
Male,59,African-American,0,0,0,4,0,2013-08-02 04:48:15,2013-08-03 04:06:59,0.971342592594738,M,0,2,Low,0
Male,27,African-American,0,0,0,3,-23,2013-09-25 04:20:19,2013-09-26 09:32:53,1.21706018518307,M,0,7,Medium,0
Male,22,African-American,0,0,0,0,-1,2013-01-09 08:21:48,2013-01-10 01:28:55,0.713275462963793,F,0,3,Low,0
Male,58,Caucasian,0,0,0,1,-1,2013-05-16 01:20:39,2013-05-17 01:12:54,0.994618055556202,F,0,1,Low,0
